Caching statewide totals and rates...
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Barrington, RI0010100                       |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Offense                                     | Agency count | State count | Agency rate        | State rate          | +/-                  |
| Statutory Rape                              | 1            | 28          | 5.174644243208279  | 2.6533896104634525  | 2.5212546327448266   |
| Sexual Assault With An Object               | 3            | 36          | 15.523932729624839 | 3.4115009277387247  | 12.112431801886114   |
| Destruction/Damage/Vandalism of Property    | 199          | 7909        | 1029.7542043984477 | 749.4878010412659   | 280.26640335718173   |
| Family Offenses                             | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Theft of Motor Vehicle Parts or Accessories | 2            | 850         | 10.349288486416558 | 80.54932746049766   | -70.20003897408111   |
| Pornography/Obscene Material                | 1            | 175         | 5.174644243208279  | 16.583685065396576  | -11.409040822188297  |
| Sports Tampering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Driving Under the Influence                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Counterfeiting/Forgery                      | 13           | 553         | 67.27037516170763  | 52.40444480665318   | 14.865930355054452   |
| Welfare Fraud                               | 0            | 8           | 0.0                | 0.7581113172752721  | -0.7581113172752721  |
| Pocket-picking                              | 2            | 33          | 10.349288486416558 | 3.1272091837604976  | 7.222079302656061    |
| Theft From Motor Vehicle                    | 57           | 3962        | 294.9547218628719  | 375.4546298805785   | -80.49990801770662   |
| Assisting or Promoting Prostitution         | 0            | 15          | 0.0                | 1.4214587198911353  | -1.4214587198911353  |
| Drug/Narcotic Violations                    | 46           | 3585        | 238.03363518758084 | 339.7286340539813   | -101.69499886640045  |
| Wire Fraud                                  | 0            | 136         | 0.0                | 12.887892393679627  | -12.887892393679627  |
| Purse-snatching                             | 0            | 33          | 0.0                | 3.1272091837604976  | -3.1272091837604976  |
| Runaway                                     | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Arson                                       | 5            | 140         | 25.873221216041397 | 13.266948052317263  | 12.606273163724135   |
| Motor Vehicle Theft                         | 50           | 1114        | 258.73221216041395 | 105.56700093058164  | 153.16521122983232   |
| Drunkenness                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Shoplifting                                 | 30           | 2156        | 155.23932729624838 | 204.31100000568583  | -49.07167270943745   |
| Operating/Promoting/Assisting Gambling      | 1            | 30          | 5.174644243208279  | 2.8429174397822705  | 2.3317268034260086   |
| Bad Checks                                  | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Extortion/Blackmail                         | 1            | 26          | 5.174644243208279  | 2.4638617811446344  | 2.7107824620636447   |
| Aggravated Assault                          | 74           | 1356        | 382.92367399741266 | 128.49986827815863  | 254.42380571925403   |
| Stolen Property Offenses                    | 19           | 521         | 98.31824062095731  | 49.3719995375521    | 48.94624108340521    |
| Kidnapping/Abduction                        | 3            | 34          | 15.523932729624839 | 3.2219730984199066  | 12.301959631204932   |
| Prostitution                                | 10           | 41          | 51.746442432082794 | 3.8853205010357694  | 47.86112193104702    |
| Betting/Wagering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Murder and Nonnegligent Manslaughter        | 1            | 29          | 5.174644243208279  | 2.7481535251228615  | 2.4264907180854176   |
| Peeping Tom                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Trespass of Real Property                   | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Drug Equipment Violations                   | 0            | 7           | 0.0                | 0.6633474026158631  | -0.6633474026158631  |
| Rape                                        | 10           | 338         | 51.746442432082794 | 32.03020315488025   | 19.716239277202547   |
| Embezzlement                                | 1            | 185         | 5.174644243208279  | 17.53132421199067   | -12.35667996878239   |
| Negligent Manslaughter                      | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Weapon Law Violations                       | 43           | 935         | 222.50970245795602 | 88.60426020654742   | 133.9054422514086    |
| Robbery                                     | 31           | 545         | 160.41397153945667 | 51.646333489377916  | 108.76763805007874   |
| Credit Card/Automated Teller Machine Fraud  | 10           | 879         | 51.746442432082794 | 83.29748098562052   | -31.55103855353773   |
| Curfew/Loitering/Vagrancy Violations        | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Sodomy                                      | 2            | 59          | 10.349288486416558 | 5.591070964905132   | 4.758217521511426    |
| Intimidation                                | 19           | 711         | 98.31824062095731  | 67.37714332283981   | 30.941097298117498   |
| All Other Larceny                           | 165          | 4957        | 853.8163001293661  | 469.7447249666905   | 384.07157516267563   |
| Impersonation                               | 0            | 229         | 0.0                | 21.700936457004666  | -21.700936457004666  |
| Theft From Building                         | 29           | 2347        | 150.0646830530401  | 222.41090770563295  | -72.34622465259284   |
| All Other Offenses                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Burglary/Breaking & Entering                | 105          | 3679        | 543.3376455368693  | 348.63644203196577  | 194.70120350490356   |
| Theft From Coin-Operated Machine or Device  | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Simple Assault                              | 198          | 6921        | 1024.5795601552393 | 655.8610533577698   | 368.71850679746944   |
| Liquor Law Violations                       | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Disorderly Conduct                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Gambling Equipment Violation                | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Incest                                      | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Fondling                                    | 6            | 255         | 31.047865459249678 | 24.1647982381493    | 6.883067221100379    |
| Bribery                                     | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Human Trafficking                           | 0            | 6           | 0.0                | 0.5685834879564541  | -0.5685834879564541  |
| Human Trafficking                           | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Purchasing Prostitution                     | 0            | 3           | 0.0                | 0.28429174397822704 | -0.28429174397822704 |
| Identity Theft                              | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Hacking/Computer Invasion                   | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Animal Cruelty                              | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Charlestown, RI0050700                      |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Offense                                     | Agency count | State count | Agency rate        | State rate          | +/-                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Not Specified                               | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Justifiable Homicide                        | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| False Pretenses/Swindle/Confidence Game     | 6            | 2619        | 77.22007722007721  | 248.18669249299222  | -170.96661527291502  |
| Statutory Rape                              | 0            | 28          | 0.0                | 2.6533896104634525  | -2.6533896104634525  |
| Sexual Assault With An Object               | 0            | 36          | 0.0                | 3.4115009277387247  | -3.4115009277387247  |
| Destruction/Damage/Vandalism of Property    | 38           | 7909        | 489.06048906048903 | 749.4878010412659   | -260.4273119807769   |
| Family Offenses                             | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Theft of Motor Vehicle Parts or Accessories | 2            | 850         | 25.74002574002574  | 80.54932746049766   | -54.80930172047192   |
| Pornography/Obscene Material                | 0            | 175         | 0.0                | 16.583685065396576  | -16.583685065396576  |
| Sports Tampering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Driving Under the Influence                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Counterfeiting/Forgery                      | 3            | 553         | 38.61003861003861  | 52.40444480665318   | -13.794406196614574  |
| Welfare Fraud                               | 0            | 8           | 0.0                | 0.7581113172752721  | -0.7581113172752721  |
| Pocket-picking                              | 0            | 33          | 0.0                | 3.1272091837604976  | -3.1272091837604976  |
| Theft From Motor Vehicle                    | 12           | 3962        | 154.44015444015443 | 375.4546298805785   | -221.0144754404241   |
| Assisting or Promoting Prostitution         | 0            | 15          | 0.0                | 1.4214587198911353  | -1.4214587198911353  |
| Drug/Narcotic Violations                    | 13           | 3585        | 167.31016731016732 | 339.7286340539813   | -172.41846674381398  |
| Wire Fraud                                  | 0            | 136         | 0.0                | 12.887892393679627  | -12.887892393679627  |
| Purse-snatching                             | 0            | 33          | 0.0                | 3.1272091837604976  | -3.1272091837604976  |
| Runaway                                     | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Arson                                       | 0            | 140         | 0.0                | 13.266948052317263  | -13.266948052317263  |
| Motor Vehicle Theft                         | 3            | 1114        | 38.61003861003861  | 105.56700093058164  | -66.95696232054303   |
| Drunkenness                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Shoplifting                                 | 3            | 2156        | 38.61003861003861  | 204.31100000568583  | -165.70096139564723  |
| Operating/Promoting/Assisting Gambling      | 0            | 30          | 0.0                | 2.8429174397822705  | -2.8429174397822705  |
| Bad Checks                                  | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Extortion/Blackmail                         | 1            | 26          | 12.87001287001287  | 2.4638617811446344  | 10.406151088868235   |
| Aggravated Assault                          | 4            | 1356        | 51.48005148005148  | 128.49986827815863  | -77.01981679810714   |
| Stolen Property Offenses                    | 2            | 521         | 25.74002574002574  | 49.3719995375521    | -23.63197379752636   |
| Kidnapping/Abduction                        | 0            | 34          | 0.0                | 3.2219730984199066  | -3.2219730984199066  |
| Prostitution                                | 0            | 41          | 0.0                | 3.8853205010357694  | -3.8853205010357694  |
| Betting/Wagering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Murder and Nonnegligent Manslaughter        | 0            | 29          | 0.0                | 2.7481535251228615  | -2.7481535251228615  |
| Peeping Tom                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Trespass of Real Property                   | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Drug Equipment Violations                   | 0            | 7           | 0.0                | 0.6633474026158631  | -0.6633474026158631  |
| Rape                                        | 1            | 338         | 12.87001287001287  | 32.03020315488025   | -19.160190284867376  |
| Embezzlement                                | 1            | 185         | 12.87001287001287  | 17.53132421199067   | -4.6613113419777985  |
| Negligent Manslaughter                      | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Weapon Law Violations                       | 0            | 935         | 0.0                | 88.60426020654742   | -88.60426020654742   |
| Robbery                                     | 1            | 545         | 12.87001287001287  | 51.646333489377916  | -38.776320619365045  |
| Credit Card/Automated Teller Machine Fraud  | 2            | 879         | 25.74002574002574  | 83.29748098562052   | -57.55745524559478   |
| Curfew/Loitering/Vagrancy Violations        | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Sodomy                                      | 1            | 59          | 12.87001287001287  | 5.591070964905132   | 7.278941905107738    |
| Intimidation                                | 3            | 711         | 38.61003861003861  | 67.37714332283981   | -28.767104712801206  |
| All Other Larceny                           | 27           | 4957        | 347.4903474903475  | 469.7447249666905   | -122.254377476343    |
| Impersonation                               | 3            | 229         | 38.61003861003861  | 21.700936457004666  | 16.909102153033942   |
| Theft From Building                         | 10           | 2347        | 128.7001287001287  | 222.41090770563295  | -93.71077900550426   |
| All Other Offenses                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Burglary/Breaking & Entering                | 31           | 3679        | 398.97039897039895 | 348.63644203196577  | 50.333956938433175   |
| Theft From Coin-Operated Machine or Device  | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Simple Assault                              | 22           | 6921        | 283.14028314028315 | 655.8610533577698   | -372.7207702174867   |
| Liquor Law Violations                       | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Disorderly Conduct                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Gambling Equipment Violation                | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Incest                                      | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Fondling                                    | 1            | 255         | 12.87001287001287  | 24.1647982381493    | -11.294785368136429  |
| Bribery                                     | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Human Trafficking                           | 0            | 6           | 0.0                | 0.5685834879564541  | -0.5685834879564541  |
| Human Trafficking                           | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Purchasing Prostitution                     | 0            | 3           | 0.0                | 0.28429174397822704 | -0.28429174397822704 |
| Identity Theft                              | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Hacking/Computer Invasion                   | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Animal Cruelty                              | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Coventry, RI0020100                         |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Offense                                     | Agency count | State count | Agency rate        | State rate          | +/-                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Not Specified                               | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Justifiable Homicide                        | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| False Pretenses/Swindle/Confidence Game     | 4            | 2619        | 11.413570735604633 | 248.18669249299222  | -236.7731217573876   |
| Statutory Rape                              | 0            | 28          | 0.0                | 2.6533896104634525  | -2.6533896104634525  |
| Sexual Assault With An Object               | 2            | 36          | 5.706785367802317  | 3.4115009277387247  | 2.295284440063592    |
| Destruction/Damage/Vandalism of Property    | 183          | 7909        | 522.170861153912   | 749.4878010412659   | -227.3169398873539   |
| Family Offenses                             | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Theft of Motor Vehicle Parts or Accessories | 58           | 850         | 165.49677566626718 | 80.54932746049766   | 84.94744820576952    |
| Pornography/Obscene Material                | 4            | 175         | 11.413570735604633 | 16.583685065396576  | -5.170114329791943   |
| Sports Tampering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Driving Under the Influence                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Counterfeiting/Forgery                      | 25           | 553         | 71.33481709752895  | 52.40444480665318   | 18.930372290875773   |
| Welfare Fraud                               | 0            | 8           | 0.0                | 0.7581113172752721  | -0.7581113172752721  |
| Pocket-picking                              | 0            | 33          | 0.0                | 3.1272091837604976  | -3.1272091837604976  |
| Theft From Motor Vehicle                    | 12           | 3962        | 34.2407122068139   | 375.4546298805785   | -341.2139176737646   |
| Assisting or Promoting Prostitution         | 1            | 15          | 2.8533926839011583 | 1.4214587198911353  | 1.431933964010023    |
| Drug/Narcotic Violations                    | 90           | 3585        | 256.8053415511043  | 339.7286340539813   | -82.92329250287702   |
| Wire Fraud                                  | 0            | 136         | 0.0                | 12.887892393679627  | -12.887892393679627  |
| Purse-snatching                             | 1            | 33          | 2.8533926839011583 | 3.1272091837604976  | -0.2738164998593393  |
| Runaway                                     | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Arson                                       | 3            | 140         | 8.560178051703476  | 13.266948052317263  | -4.706770000613787   |
| Motor Vehicle Theft                         | 1            | 1114        | 2.8533926839011583 | 105.56700093058164  | -102.71360824668048  |
| Drunkenness                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Shoplifting                                 | 80           | 2156        | 228.27141471209268 | 204.31100000568583  | 23.96041470640685    |
| Operating/Promoting/Assisting Gambling      | 0            | 30          | 0.0                | 2.8429174397822705  | -2.8429174397822705  |
| Bad Checks                                  | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Extortion/Blackmail                         | 0            | 26          | 0.0                | 2.4638617811446344  | -2.4638617811446344  |
| Aggravated Assault                          | 19           | 1356        | 54.214460994122014 | 128.49986827815863  | -74.28540728403661   |
| Stolen Property Offenses                    | 6            | 521         | 17.12035610340695  | 49.3719995375521    | -32.25164343414515   |
| Kidnapping/Abduction                        | 1            | 34          | 2.8533926839011583 | 3.2219730984199066  | -0.36858041451874834 |
| Prostitution                                | 0            | 41          | 0.0                | 3.8853205010357694  | -3.8853205010357694  |
| Betting/Wagering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Murder and Nonnegligent Manslaughter        | 0            | 29          | 0.0                | 2.7481535251228615  | -2.7481535251228615  |
| Peeping Tom                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Trespass of Real Property                   | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Drug Equipment Violations                   | 1            | 7           | 2.8533926839011583 | 0.6633474026158631  | 2.190045281285295    |
| Rape                                        | 4            | 338         | 11.413570735604633 | 32.03020315488025   | -20.616632419275614  |
| Embezzlement                                | 0            | 185         | 0.0                | 17.53132421199067   | -17.53132421199067   |
| Negligent Manslaughter                      | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Weapon Law Violations                       | 22           | 935         | 62.77463904582549  | 88.60426020654742   | -25.829621160721935  |
| Robbery                                     | 0            | 545         | 0.0                | 51.646333489377916  | -51.646333489377916  |
| Credit Card/Automated Teller Machine Fraud  | 2            | 879         | 5.706785367802317  | 83.29748098562052   | -77.59069561781821   |
| Curfew/Loitering/Vagrancy Violations        | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Sodomy                                      | 2            | 59          | 5.706785367802317  | 5.591070964905132   | 0.1157144028971846   |
| Intimidation                                | 22           | 711         | 62.77463904582549  | 67.37714332283981   | -4.602504277014326   |
| All Other Larceny                           | 5            | 4957        | 14.266963419505792 | 469.7447249666905   | -455.47776154718474  |
| Impersonation                               | 0            | 229         | 0.0                | 21.700936457004666  | -21.700936457004666  |
| Theft From Building                         | 1            | 2347        | 2.8533926839011583 | 222.41090770563295  | -219.5575150217318   |
| All Other Offenses                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Burglary/Breaking & Entering                | 10           | 3679        | 28.533926839011585 | 348.63644203196577  | -320.1025151929542   |
| Theft From Coin-Operated Machine or Device  | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Simple Assault                              | 182          | 6921        | 519.3174684700108  | 655.8610533577698   | -136.54358488775904  |
| Liquor Law Violations                       | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Disorderly Conduct                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Gambling Equipment Violation                | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Incest                                      | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Fondling                                    | 5            | 255         | 14.266963419505792 | 24.1647982381493    | -9.897834818643506   |
| Bribery                                     | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Human Trafficking                           | 0            | 6           | 0.0                | 0.5685834879564541  | -0.5685834879564541  |
| Human Trafficking                           | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Purchasing Prostitution                     | 0            | 3           | 0.0                | 0.28429174397822704 | -0.28429174397822704 |
| Identity Theft                              | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Hacking/Computer Invasion                   | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Animal Cruelty                              | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Cranston, RI0040200                         |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Offense                                     | Agency count | State count | Agency rate        | State rate          | +/-                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Not Specified                               | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Justifiable Homicide                        | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| False Pretenses/Swindle/Confidence Game     | 179          | 2619        | 220.34294717924098 | 248.18669249299222  | -27.843745313751242  |
| Statutory Rape                              | 1            | 28          | 1.2309661853588882 | 2.6533896104634525  | -1.4224234251045642  |
| Sexual Assault With An Object               | 1            | 36          | 1.2309661853588882 | 3.4115009277387247  | -2.1805347423798365  |
| Destruction/Damage/Vandalism of Property    | 422          | 7909        | 519.4677302214508  | 749.4878010412659   | -230.02007081981515  |
| Family Offenses                             | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Theft of Motor Vehicle Parts or Accessories | 105          | 850         | 129.25144946268327 | 80.54932746049766   | 48.702122002185604   |
| Pornography/Obscene Material                | 5            | 175         | 6.154830926794441  | 16.583685065396576  | -10.428854138602135  |
| Sports Tampering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Driving Under the Influence                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Counterfeiting/Forgery                      | 70           | 553         | 86.16763297512217  | 52.40444480665318   | 33.76318816846899    |
| Welfare Fraud                               | 1            | 8           | 1.2309661853588882 | 0.7581113172752721  | 0.4728548680836161   |
| Pocket-picking                              | 2            | 33          | 2.4619323707177765 | 3.1272091837604976  | -0.6652768130427211  |
| Theft From Motor Vehicle                    | 254          | 3962        | 312.66541108115763 | 375.4546298805785   | -62.789218799420894  |
| Assisting or Promoting Prostitution         | 5            | 15          | 6.154830926794441  | 1.4214587198911353  | 4.733372206903305    |
| Drug/Narcotic Violations                    | 167          | 3585        | 205.57135295493433 | 339.7286340539813   | -134.15728109904697  |
| Wire Fraud                                  | 8            | 136         | 9.847729482871106  | 12.887892393679627  | -3.0401629108085206  |
| Purse-snatching                             | 1            | 33          | 1.2309661853588882 | 3.1272091837604976  | -1.8962429984016094  |
| Runaway                                     | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Arson                                       | 8            | 140         | 9.847729482871106  | 13.266948052317263  | -3.4192185694461568  |
| Motor Vehicle Theft                         | 134          | 1114        | 164.949468838091   | 105.56700093058164  | 59.382467907509366   |
| Drunkenness                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Shoplifting                                 | 296          | 2156        | 364.3659908662309  | 204.31100000568583  | 160.05499086054508   |
| Operating/Promoting/Assisting Gambling      | 0            | 30          | 0.0                | 2.8429174397822705  | -2.8429174397822705  |
| Bad Checks                                  | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Extortion/Blackmail                         | 0            | 26          | 0.0                | 2.4638617811446344  | -2.4638617811446344  |
| Aggravated Assault                          | 66           | 1356        | 81.24376823368662  | 128.49986827815863  | -47.25610004447201   |
| Stolen Property Offenses                    | 68           | 521         | 83.7057006044044   | 49.3719995375521    | 34.3337010668523     |
| Kidnapping/Abduction                        | 3            | 34          | 3.6928985560766647 | 3.2219730984199066  | 0.4709254576567581   |
| Prostitution                                | 3            | 41          | 3.6928985560766647 | 3.8853205010357694  | -0.1924219449591047  |
| Betting/Wagering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Murder and Nonnegligent Manslaughter        | 1            | 29          | 1.2309661853588882 | 2.7481535251228615  | -1.5171873397639732  |
| Peeping Tom                                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Trespass of Real Property                   | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Drug Equipment Violations                   | 0            | 7           | 0.0                | 0.6633474026158631  | -0.6633474026158631  |
| Rape                                        | 29           | 338         | 35.69801937540776  | 32.03020315488025   | 3.667816220527513    |
| Embezzlement                                | 28           | 185         | 34.46705319004887  | 17.53132421199067   | 16.935728978058204   |
| Negligent Manslaughter                      | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Weapon Law Violations                       | 57           | 935         | 70.16507256545663  | 88.60426020654742   | -18.439187641090797  |
| Robbery                                     | 22           | 545         | 27.08125607789554  | 51.646333489377916  | -24.565077411482378  |
| Credit Card/Automated Teller Machine Fraud  | 93           | 879         | 114.4798552383766  | 83.29748098562052   | 31.182374252756077   |
| Curfew/Loitering/Vagrancy Violations        | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Sodomy                                      | 1            | 59          | 1.2309661853588882 | 5.591070964905132   | -4.360104779546244   |
| Intimidation                                | 38           | 711         | 46.77671504363775  | 67.37714332283981   | -20.600428279202063  |
| All Other Larceny                           | 249          | 4957        | 306.51058015436314 | 469.7447249666905   | -163.23414481232737  |
| Impersonation                               | 14           | 229         | 17.233526595024436 | 21.700936457004666  | -4.467409861980229   |
| Theft From Building                         | 247          | 2347        | 304.0486477836454  | 222.41090770563295  | 81.63774007801243    |
| All Other Offenses                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Burglary/Breaking & Entering                | 234          | 3679        | 288.04608737397984 | 348.63644203196577  | -60.59035465798593   |
| Theft From Coin-Operated Machine or Device  | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Simple Assault                              | 363          | 6921        | 446.8407252852764  | 655.8610533577698   | -209.02032807249344  |
| Liquor Law Violations                       | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Disorderly Conduct                          | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Gambling Equipment Violation                | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Incest                                      | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Fondling                                    | 18           | 255         | 22.157391336459987 | 24.1647982381493    | -2.0074069016893112  |
| Bribery                                     | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Human Trafficking                           | 1            | 6           | 1.2309661853588882 | 0.5685834879564541  | 0.6623826974024342   |
| Human Trafficking                           | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Purchasing Prostitution                     | 0            | 3           | 0.0                | 0.28429174397822704 | -0.28429174397822704 |
| Identity Theft                              | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| Hacking/Computer Invasion                   | 0            | 1           | 0.0                | 0.09476391465940902 | -0.09476391465940902 |
| Animal Cruelty                              | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Cumberland, RI0040300                       |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Offense                                     | Agency count | State count | Agency rate        | State rate          | +/-                  |
+---------------------------------------------+--------------+-------------+--------------------+---------------------+----------------------+
| Not Specified                               | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Justifiable Homicide                        | 0            | 2           | 0.0                | 0.18952782931881804 | -0.18952782931881804 |
| False Pretenses/Swindle/Confidence Game     | 43           | 2619        | 124.60878636837835 | 248.18669249299222  | -123.57790612461388  |
| Statutory Rape                              | 0            | 28          | 0.0                | 2.6533896104634525  | -2.6533896104634525  |
| Sexual Assault With An Object               | 1            | 36          | 2.897878752752985  | 3.4115009277387247  | -0.5136221749857399  |
| Destruction/Damage/Vandalism of Property    | 182          | 7909        | 527.4139330010432  | 749.4878010412659   | -222.0738680402227   |
| Family Offenses                             | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Theft of Motor Vehicle Parts or Accessories | 4            | 850         | 11.59151501101194  | 80.54932746049766   | -68.95781244948573   |
| Pornography/Obscene Material                | 1            | 175         | 2.897878752752985  | 16.583685065396576  | -13.685806312643592  |
| Sports Tampering                            | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Driving Under the Influence                 | 0            | 0           | 0.0                | 0.0                 | 0.0                  |
| Counterfeiting/Forgery                      | 6            | 553         | 17.38727251651791  | 52.40444480665318   | -35.01717229013527   |
| Welfare Fraud                               | 0            | 8           | 0.0                | 0.7581113172752721  | -0.7581113172752721  |
